global_human_like_perplexity,num_edits,sequence_length,original_length
1.1429344415664673,3,93,575
1.313157081604004,9,261,1475
1.5028294324874878,12,271,1556
1.6265544891357422,13,209,1012
1.2362120151519775,2,130,736
1.1691941022872925,2,170,982
1.0499030351638794,5,324,1739
1.3432384729385376,3,128,630
1.198965311050415,3,198,1111
1.756866455078125,8,295,1286
1.8815555572509766,2,107,514
1.3958163261413574,5,187,1018
1.3512884378433228,3,314,1487
1.5971558094024658,10,190,1204
1.221076250076294,8,229,1235
1.5822805166244507,5,94,533
1.2856018543243408,3,191,1026
1.1415324211120605,5,189,1038
1.466790795326233,5,229,1060
1.1855945587158203,6,448,1535
1.051911473274231,2,356,1510
1.4755101203918457,4,237,1268
1.106550693511963,2,161,761
1.3471630811691284,9,445,1546
1.7197527885437012,2,118,501
1.0887348651885986,3,99,567
1.3759015798568726,3,189,815
1.212395191192627,5,269,1546
1.5625953674316406,3,117,457
1.035487413406372,2,294,1763
1.651047706604004,20,376,1687
1.212212324142456,9,225,1384
1.0995280742645264,3,219,1120
1.2577500343322754,5,218,1193
1.1041158437728882,4,325,1913
1.4785059690475464,5,407,1901
1.482469916343689,9,317,1557
1.2448714971542358,5,202,1122
1.5649713277816772,8,196,972
1.2372125387191772,9,340,1672
1.137733817100525,7,360,1778
1.6005244255065918,15,413,1880
1.3329483270645142,7,188,841
2.007117986679077,17,277,989
1.0975542068481445,2,267,1535
1.2423871755599976,6,203,1031
1.420287013053894,6,174,722
1.6035995483398438,10,195,983
1.7766162157058716,5,125,695
1.945395827293396,11,161,754
1.1806297302246094,3,147,819
1.046393871307373,4,327,1609
1.326701045036316,3,362,1684
1.2755903005599976,7,369,1914
1.3700528144836426,6,158,709
1.845732569694519,2,73,389
1.06755530834198,4,243,1360
1.5348528623580933,9,215,1178
1.8188294172286987,11,345,1627
1.3209174871444702,3,182,1038
1.5814579725265503,7,203,1064
1.1641591787338257,2,132,764
1.2569034099578857,4,389,1405
1.153564214706421,7,375,1897
1.5012611150741577,6,241,1108
1.4389456510543823,11,229,1362
1.186864972114563,3,217,1150
1.4045493602752686,6,266,1122
1.750726580619812,10,255,1345
1.2197003364562988,4,198,933
1.021071195602417,2,350,1813
1.0002176761627197,3,179,1022
1.021024465560913,2,351,1914
1.1442021131515503,6,234,1261
1.1558729410171509,8,280,1382
1.387055516242981,12,210,1185
1.3266903162002563,8,223,1288
1.4485666751861572,11,293,1761
1.1919701099395752,8,309,1657
1.2931623458862305,9,345,1687
1.2736222743988037,6,226,1262
1.000223159790039,3,143,828
1.5879638195037842,4,100,547
1.3868865966796875,18,454,1819
1.5768053531646729,7,186,966
1.1663728952407837,1,125,697
1.3422749042510986,5,223,873
1.8366680145263672,7,172,770
1.3891528844833374,9,168,843
1.1296356916427612,3,260,1057
1.2944971323013306,5,164,829
1.2399799823760986,6,494,2359
1.10268235206604,2,124,713
1.061004400253296,3,366,1716
1.3600355386734009,7,376,1431
1.6546739339828491,6,114,722
1.1142667531967163,3,158,828
1.2731581926345825,4,154,836
1.6964155435562134,5,227,1121
1.3873707056045532,11,287,1609
1.1078126430511475,2,127,693
1.4597898721694946,5,194,694
1.4460208415985107,7,182,947
1.4588091373443604,4,227,1317
1.4433863162994385,4,96,510
1.1714929342269897,3,122,577
1.0539963245391846,3,119,575
1.7987592220306396,13,276,1374
1.0579484701156616,2,343,1306
1.2114702463150024,7,362,1425
1.4861189126968384,4,211,1160
1.0801191329956055,2,219,1255
1.207594871520996,6,217,1233
1.065578818321228,2,203,909
1.0271728038787842,3,258,1520
1.7337862253189087,16,369,1914
1.0468708276748657,2,294,1668
1.1756902933120728,4,156,815
1.2808984518051147,4,190,997
1.6792488098144531,3,63,366
1.4496091604232788,6,304,1578
1.3827542066574097,9,190,1016
1.9099841117858887,10,204,1105
2.1899254322052,15,172,890
1.4220435619354248,8,214,1042
1.1020101308822632,2,225,1115
1.1126000881195068,6,298,1423
1.3731987476348877,7,159,609
1.2077058553695679,6,292,1387
1.9083315134048462,2,118,469
1.9081989526748657,9,261,1154
1.5351258516311646,5,249,1161
1.6323312520980835,3,245,1259
1.0347518920898438,2,208,1184
1.115932822227478,4,349,1663
1.1371407508850098,3,244,1271
1.3402893543243408,5,338,1841
1.1263166666030884,4,274,1393
1.1674985885620117,9,406,1908
1.0494614839553833,2,298,1665
1.2678923606872559,7,325,1606
1.059744119644165,2,290,1612
1.7110753059387207,9,175,928
1.715314269065857,12,210,1076
1.0768210887908936,5,174,1020
1.0002070665359497,1,249,1206
1.6683109998703003,7,111,632
1.523973822593689,11,233,1311
1.4704023599624634,15,363,1303
1.1716920137405396,2,123,577
1.2164744138717651,4,175,879
1.142301321029663,2,87,480
1.0923972129821777,2,207,880
1.0002326965332031,2,92,501
1.085350513458252,2,172,835
1.378746747970581,10,240,1242
1.1779356002807617,3,156,880
1.3820732831954956,12,385,1921
1.1923472881317139,3,142,863
1.376354694366455,8,202,1163
1.5340372323989868,5,219,1054
1.1088919639587402,3,330,1604
1.3452763557434082,8,133,707
1.1925872564315796,5,115,593
1.0981833934783936,2,256,1473
1.7302145957946777,5,153,713
1.165220022201538,4,197,1093
1.4522963762283325,5,210,1105
1.299478530883789,6,162,699
1.4069488048553467,3,170,772
1.1768218278884888,8,344,1917
1.4339059591293335,10,273,798
1.5301547050476074,11,404,1699
1.192629337310791,7,322,1682
1.2643722295761108,7,254,1505
1.0762602090835571,1,217,1159
1.418511152267456,7,161,784
1.1505600214004517,2,170,944
1.7507387399673462,7,234,1012
1.000217318534851,1,182,1001
1.6401406526565552,3,240,1067
1.0439037084579468,3,213,916
1.6429977416992188,5,355,1787
1.0500316619873047,2,309,1893
1.1548444032669067,5,253,1180
1.4058805704116821,2,268,1246
1.5519622564315796,12,224,1181
1.2424323558807373,3,167,814
1.5971615314483643,8,253,1180
1.5202829837799072,7,232,1227
1.1462986469268799,2,117,578
1.2764476537704468,6,217,1197
1.2071080207824707,5,216,1150
1.390682578086853,7,184,924
1.4628323316574097,6,205,1055
1.481338620185852,9,211,1122
1.4151232242584229,7,317,1761
1.3400769233703613,9,306,1662
1.1776070594787598,5,242,1111
1.7240636348724365,8,276,1298
1.3397746086120605,7,280,1633
1.190887451171875,2,73,455
1.4593045711517334,2,164,967
1.241984486579895,6,202,1139
1.6059097051620483,9,115,537
1.197654128074646,6,246,1261
1.5445724725723267,11,282,1263
1.3733662366867065,6,233,1356
1.0691266059875488,3,176,995
1.8757514953613281,12,221,1257
1.1227749586105347,4,283,1659
1.7913941144943237,12,290,1641
1.5577362775802612,20,496,1926
1.493445634841919,10,449,1770
1.306012511253357,11,356,1872
1.6302318572998047,4,201,990
1.1196542978286743,5,225,1178
1.17564058303833,8,383,1915
1.61228346824646,14,322,1913
1.0001968145370483,2,326,1915
1.9666401147842407,12,198,975
1.4369863271713257,6,159,832
1.600070595741272,8,186,882
1.4610286951065063,6,174,894
1.2395985126495361,9,319,1753
1.0912768840789795,3,262,1607
1.1321804523468018,6,487,1764
1.4712618589401245,11,224,1142
1.4081945419311523,6,303,1516
1.317240834236145,4,106,523
1.2447059154510498,7,231,1238
1.4848793745040894,7,165,980
1.255706787109375,5,193,1077
1.5695558786392212,5,186,772
1.3683146238327026,5,177,909
1.405239224433899,4,92,189
1.5031931400299072,8,166,559
1.3038809299468994,8,168,895
1.2233468294143677,5,189,970
1.62313711643219,9,239,1019
1.4936583042144775,11,230,1242
1.2039291858673096,6,329,1654
1.0765836238861084,5,299,1592
1.1491626501083374,8,315,1645
1.0282330513000488,1,292,1508
1.308066487312317,13,391,1637
1.2264786958694458,8,219,1074
1.4200365543365479,10,331,1605
1.000218391418457,2,175,886
1.2146977186203003,5,368,1444
1.688242793083191,7,187,1000
1.5976125001907349,5,163,879
1.5093698501586914,5,178,964
1.5304899215698242,7,333,1540
1.0279357433319092,1,250,1310
1.092076063156128,2,251,1431
1.1443631649017334,5,232,1207
1.7697339057922363,9,320,1901
1.436510682106018,7,322,947
1.2902395725250244,5,325,1041
1.2230373620986938,1,54,251
1.9466408491134644,2,18,85
1.0002318620681763,3,96,495
1.4707157611846924,8,193,722
1.247847318649292,12,188,755
1.3178393840789795,8,190,780
1.9086929559707642,8,143,776
1.9003955125808716,6,140,682
1.3565303087234497,9,176,978
1.8547884225845337,12,214,1136
1.2869375944137573,6,234,1259
1.0444530248641968,2,344,1919
1.506985068321228,6,128,723
1.6125906705856323,12,249,1155
1.154794454574585,5,185,1074
1.2212905883789062,2,99,511
1.221130132675171,2,106,541
1.6859490871429443,9,181,1005
1.0894132852554321,3,221,1100
2.1183433532714844,27,350,1840
1.3772430419921875,10,318,1745
1.8973232507705688,10,146,769
1.2557342052459717,7,118,688
1.136706829071045,3,179,1042
1.4270046949386597,6,154,796
1.6281386613845825,7,158,804
1.5606757402420044,4,89,394
1.6115576028823853,7,208,1078
1.626190423965454,3,143,630
1.1372625827789307,4,245,1374
1.8907729387283325,12,213,1054
1.495851993560791,8,223,1177
1.6381032466888428,8,194,748
1.308595895767212,4,197,1133
1.0319340229034424,4,215,1030
1.4712427854537964,10,225,1042
1.3418389558792114,5,161,936
1.7740966081619263,4,108,396
1.995530128479004,4,64,330
1.7886252403259277,4,95,423
1.089997410774231,3,208,877
1.1189906597137451,5,375,1871
1.3142404556274414,11,597,2532
1.2856152057647705,10,323,1746
1.3887755870819092,5,243,1163
1.1585214138031006,4,240,1402
1.0002262592315674,2,122,698
1.594789981842041,2,215,1219
1.7014589309692383,9,230,1381
1.7152782678604126,10,164,712
1.1631795167922974,12,376,1613
1.1088787317276,4,326,1918
1.318724513053894,7,206,1093
1.611023187637329,7,186,967
1.0841649770736694,3,283,1425
1.1305121183395386,3,165,893
1.8218915462493896,4,158,634
1.7479054927825928,9,275,1553
1.1261786222457886,5,137,766
1.7073899507522583,5,268,1481
1.2510623931884766,3,206,863
1.0911660194396973,2,152,832
1.353609323501587,2,165,599
1.6775391101837158,7,108,456
2.094503879547119,8,163,895
1.4896119832992554,8,193,1119
1.1818573474884033,5,209,1158
1.3101856708526611,6,215,1214
1.967308521270752,5,80,295
1.3285566568374634,10,286,1677
1.6502312421798706,7,240,1345
1.3708571195602417,10,282,1239
1.4675383567810059,8,262,1513
1.083781123161316,3,155,875
1.0606378316879272,3,250,1435
1.7741012573242188,7,112,605
1.1409507989883423,7,375,1919
1.1604461669921875,5,128,688
1.2276554107666016,5,134,648
1.8430417776107788,8,179,1021
1.6474967002868652,3,176,1029
1.0575820207595825,2,252,1473
1.2109756469726562,9,300,1556
1.09144127368927,2,285,1564
1.12027907371521,12,153,831
1.545562982559204,12,226,1108
1.1604580879211426,2,267,1132
1.1298214197158813,7,341,1901
1.2225587368011475,5,234,1236
1.3534826040267944,2,235,1231
1.2023473978042603,3,147,673
1.5426305532455444,6,178,689
1.4755573272705078,14,303,1439
1.825399398803711,4,97,408
1.2619801759719849,4,86,446
1.3710516691207886,6,211,1137
1.1867903470993042,3,170,830
1.2829986810684204,9,149,521
1.1664470434188843,6,261,877
1.1085641384124756,4,193,1200
1.8857804536819458,7,167,1028
1.69558846950531,18,262,1464
1.2420951128005981,7,387,1809
1.3844913244247437,8,380,1773
1.4546654224395752,4,182,1002
1.3981627225875854,10,276,1437
1.4576184749603271,13,296,1670
1.4690989255905151,11,163,959
1.1387544870376587,5,332,1890
1.0761483907699585,3,85,467
1.5322481393814087,9,182,891
1.402377963066101,4,165,970
1.2343817949295044,7,239,1405
1.4369838237762451,10,218,1182
1.066001534461975,1,112,588
1.0794634819030762,1,135,726
1.588410496711731,2,99,501
1.190129280090332,3,163,946
1.115117073059082,3,226,1263
1.2369844913482666,6,204,1167
1.7970455884933472,11,178,880
1.2356560230255127,5,186,934
1.4072840213775635,12,282,1300
1.19794762134552,5,171,1014
1.0563228130340576,2,229,1344
1.207424521446228,4,274,1432
1.2183773517608643,3,145,776
1.0002200603485107,1,164,814
1.5498160123825073,10,240,1286
1.1532381772994995,4,188,1148
1.1964882612228394,5,204,1048
1.5583552122116089,16,334,1853
1.129978895187378,2,63,286
1.1435112953186035,4,149,907
1.508837103843689,3,105,522
1.0596497058868408,2,316,1535
1.5524821281433105,11,338,1500
1.5825449228286743,6,371,1746
1.1306906938552856,4,203,1151
1.0911686420440674,3,199,1088
1.4770857095718384,4,216,1008
1.3778862953186035,7,178,947
1.5345323085784912,7,137,751
1.209608793258667,5,175,996
1.4692416191101074,8,191,1024
1.9261878728866577,10,246,1301
1.1020687818527222,3,233,1031
1.7480502128601074,8,193,1084
1.4268226623535156,7,339,1887
2.186950206756592,11,136,664
1.4687175750732422,8,230,1323
1.5980356931686401,13,213,1182
1.109491229057312,3,206,1150
1.4303168058395386,10,203,1133
1.0777071714401245,2,209,965
2.085456132888794,17,243,1301
1.0897700786590576,5,335,1917
1.1364409923553467,3,197,1088
1.4398800134658813,4,184,987
1.2233341932296753,7,246,1250
1.2403699159622192,9,371,1703
1.2543046474456787,7,314,1510
1.2924017906188965,4,94,548
1.5920391082763672,9,276,1333
1.3985646963119507,12,230,1181
1.164742112159729,4,295,1776
1.4747884273529053,3,128,462
1.6696667671203613,15,231,1282
1.3058058023452759,6,204,941
1.3253450393676758,4,180,904
1.783972978591919,10,262,1340
1.1486238241195679,4,176,934
1.3241021633148193,9,240,1174
1.086844563484192,2,149,760
1.2652335166931152,5,126,681
1.2646136283874512,2,23,119
1.1062638759613037,2,129,630
1.5286000967025757,4,130,631
1.4072151184082031,6,276,1337
1.587010145187378,10,250,1184
1.3151788711547852,5,270,1378
1.2346726655960083,9,320,1737
2.294931411743164,7,118,532
1.1493767499923706,6,326,1772
1.3626840114593506,8,320,1898
1.4108766317367554,3,227,938
1.2427312135696411,5,191,1006
1.5518813133239746,8,211,1176
1.4506908655166626,5,46,236
1.0002238750457764,2,138,701
1.503358244895935,5,208,963
1.1455949544906616,2,156,770
1.188993215560913,5,325,1802
1.8578404188156128,8,141,841
1.0918503999710083,4,139,768
1.6240860223770142,10,176,998
1.2769293785095215,6,125,727
1.3210734128952026,8,282,1329
1.3751717805862427,8,366,1922
1.0347235202789307,1,231,1324
1.177955150604248,3,143,792
1.7054890394210815,11,169,893
1.5503946542739868,6,136,702
1.278239130973816,3,138,706
1.5870145559310913,5,160,876
1.2621948719024658,8,171,941
1.7779444456100464,10,175,961
1.2644439935684204,3,127,694
1.3415833711624146,9,286,1723
1.3127328157424927,2,211,1065
1.0002127885818481,2,210,1102
1.1585729122161865,4,240,1271
1.1296026706695557,3,134,713
1.574349045753479,10,161,870
1.352415680885315,5,303,1586
1.1391807794570923,1,156,702
1.28986394405365,7,194,932
1.5551410913467407,9,209,1044
1.4318126440048218,9,220,1096
1.071411371231079,2,200,1104
1.2125662565231323,4,211,1152
1.163089394569397,4,181,886
1.9360547065734863,10,162,847
1.5730829238891602,9,236,1417
1.0719242095947266,2,212,1292
1.7184033393859863,6,171,864
2.0441322326660156,8,87,473
2.077228307723999,8,101,568
1.3381454944610596,10,180,1048
1.4048160314559937,10,181,1024
1.1811761856079102,6,186,1046
1.5952661037445068,9,118,674
1.0597695112228394,4,254,1262
1.4607336521148682,10,348,1826
1.481505274772644,13,367,1924
1.3645960092544556,7,219,1255
1.0694684982299805,3,155,902
1.6660898923873901,4,84,474
1.6444623470306396,10,228,1184
1.147043228149414,2,212,1035
1.0858099460601807,4,171,937
1.159859538078308,5,265,1474
1.5369027853012085,4,113,549
1.1405857801437378,4,114,584
1.6346724033355713,11,295,1771
1.227669596672058,11,242,1305
1.2468267679214478,6,122,598
1.2135041952133179,6,102,585
1.0614056587219238,2,194,893
1.9087471961975098,7,106,584
1.202599048614502,7,161,912
1.0904597043991089,3,180,1155
1.6015080213546753,9,167,897
1.2928670644760132,6,156,834
1.4685733318328857,12,325,1872
1.750535249710083,5,196,1022
1.409001111984253,8,196,1066
1.1560235023498535,4,262,1383
1.3097842931747437,2,66,396
1.296566367149353,3,82,454
1.045398235321045,4,357,1765
1.5283381938934326,15,282,1364
1.666548490524292,14,288,1582
1.502201795578003,8,364,1342
1.1632812023162842,5,232,1186
1.5496978759765625,12,216,1206
1.4982069730758667,8,254,1248
1.3158140182495117,8,220,1213
1.19268000125885,3,129,636
1.4269952774047852,13,228,1336
1.0833461284637451,1,208,1248
1.0434489250183105,2,152,789
1.5823006629943848,6,162,635
1.533183217048645,6,179,930
1.0758583545684814,6,209,1096
1.1944875717163086,8,307,1713
1.4241290092468262,6,199,1115
1.1497539281845093,3,160,948
1.3738716840744019,5,154,912
1.0810256004333496,3,325,1919
1.1948696374893188,6,284,1477
1.431329369544983,11,300,1692
1.3269590139389038,3,121,662
1.510361671447754,4,213,1176
2.4107537269592285,16,249,1344
1.2762161493301392,11,334,1460
1.1823052167892456,15,417,1900
1.0495737791061401,5,395,1819
1.0332539081573486,2,286,1571
1.1387966871261597,5,326,1769
1.0673600435256958,1,148,734
1.0778976678848267,4,172,886
1.101232886314392,3,270,1375
1.5850874185562134,9,227,1054
1.3988791704177856,8,332,1854
1.4957116842269897,10,320,1612
1.8665244579315186,8,198,916
1.665361762046814,8,296,1219
1.0943759679794312,4,136,761
1.2265019416809082,1,170,996
1.3752107620239258,6,201,970
1.5209852457046509,5,203,1044
1.2746723890304565,6,242,1379
1.6055192947387695,3,240,1333
1.573708176612854,6,176,979
1.4980547428131104,4,162,722
1.6416316032409668,5,297,929
1.2982165813446045,9,367,1505
1.7523605823516846,10,268,1265
1.088967204093933,2,212,1232
1.7281497716903687,7,322,1440
1.5743337869644165,5,239,1255
1.3304212093353271,7,317,1888
1.8005988597869873,7,154,788
1.710637092590332,12,314,1631
1.8028510808944702,8,229,1163
1.10515296459198,2,187,993
1.7263734340667725,6,144,780
1.5197330713272095,5,105,588
1.0920710563659668,2,143,670
1.058666706085205,2,248,1493
1.2413331270217896,3,167,877
1.3621163368225098,8,301,1528
1.693650245666504,11,264,1233
1.296828031539917,6,239,1352
1.233498215675354,4,123,717
1.4294023513793945,12,307,1704
1.5528769493103027,4,130,653
2.2609541416168213,7,116,654
1.1258225440979004,4,346,1866
1.2623622417449951,8,385,1869
1.1378873586654663,5,260,1371
1.3907575607299805,12,306,1675
1.3124403953552246,7,215,1170
1.1801139116287231,5,266,1111
1.5377310514450073,7,330,1816
1.253581166267395,4,327,1454
1.267831563949585,9,316,1637
1.668912649154663,12,237,1228
1.0715951919555664,2,248,1252
1.2425307035446167,6,227,1212
1.2685004472732544,4,215,1160
1.6496500968933105,5,110,620
1.1772586107254028,4,166,924
1.1294491291046143,5,285,1587
1.299046277999878,3,150,885
1.4961998462677002,7,194,944
1.369398593902588,4,92,528
1.4181926250457764,16,249,908
1.3389544486999512,13,323,1689
1.6118375062942505,8,225,1335
1.1181281805038452,5,282,1690
1.1880251169204712,8,282,1515
1.169847011566162,4,212,1178
1.523429036140442,4,176,1047
1.1219991445541382,3,170,911
1.1362419128417969,5,275,1322
1.1690806150436401,3,146,907
1.9515142440795898,8,142,797
1.8965970277786255,9,269,1362
1.4355173110961914,8,198,971
2.159803867340088,17,265,1278
1.6697282791137695,10,287,1381
1.6355278491973877,2,71,211
1.2070072889328003,2,194,1088
1.758009910583496,9,100,604
1.3313580751419067,9,275,1379
1.1090681552886963,4,203,1016
1.1104724407196045,3,230,1299
1.1811304092407227,3,186,899
1.035786509513855,2,410,1778
1.194573163986206,3,251,930
1.0913382768630981,2,152,818
1.7752617597579956,6,194,840
1.0996301174163818,4,287,1429
1.0883468389511108,3,172,942
1.1123785972595215,2,173,953
1.6702470779418945,6,308,1458
1.1658916473388672,8,364,1848
1.0629316568374634,3,240,1321
1.1086266040802002,4,242,1325
1.6168862581253052,7,184,769
1.4501173496246338,5,230,917
2.1102468967437744,5,107,569
1.3208526372909546,5,188,1079
1.5587115287780762,10,212,1085
1.3606126308441162,8,96,493
1.3031460046768188,5,141,634
1.295796275138855,7,144,787
1.2662674188613892,5,161,896
1.8375715017318726,6,164,877
1.2190800905227661,5,100,607
1.171789526939392,4,232,850
1.1733057498931885,4,175,989
1.1867305040359497,9,270,1568
1.146657109260559,2,148,821
1.1697684526443481,2,72,425
2.130784511566162,5,85,504
1.410852074623108,12,200,1091
1.339612603187561,7,210,1153
1.1069098711013794,1,217,1105
1.486215353012085,5,163,925
1.1003224849700928,3,170,1040
1.75143301486969,9,246,1035
1.9740068912506104,5,98,407
1.1064112186431885,2,188,908
1.4410722255706787,8,220,899
1.7333409786224365,18,297,1542
1.578791618347168,10,188,856
1.1419724225997925,3,123,598
1.2667485475540161,5,136,651
1.4127932786941528,2,100,499
1.502663254737854,2,116,562
1.1334477663040161,2,101,576
1.4439380168914795,5,149,823
1.4752739667892456,5,236,1226
1.0822763442993164,2,179,931
1.0299603939056396,1,273,1504
1.250510573387146,9,269,1306
1.1041256189346313,3,272,1463
1.1905437707901,2,282,1528
1.0641659498214722,4,253,1394
1.6733179092407227,4,187,717
1.2037769556045532,4,166,925
1.1475831270217896,2,162,916
1.2998476028442383,3,162,860
1.2101935148239136,6,264,1136
1.5745823383331299,11,227,1246
1.0695778131484985,2,313,1551
1.6553103923797607,6,210,859
1.1306734085083008,3,193,1096
1.2163747549057007,7,299,1839
1.6533946990966797,8,123,648
1.7973400354385376,6,210,957
1.040083885192871,2,214,1304
2.045574903488159,9,114,588
1.1128712892532349,4,314,1481
1.7199748754501343,11,175,991
2.243931531906128,17,178,866
1.4311069250106812,6,197,1111
1.260353684425354,7,178,1015
1.5937738418579102,9,175,989
1.4338716268539429,15,300,1507
1.2379016876220703,6,275,1100
1.3490630388259888,8,163,781
1.000218391418457,4,174,1013
1.3964701890945435,8,170,962
1.4148871898651123,8,196,1138
1.2361958026885986,11,428,1860
1.195054054260254,4,132,680
1.5188382863998413,11,259,1296
1.4268568754196167,7,281,1431
1.2810167074203491,7,181,889
1.5094064474105835,14,283,1467
1.0002307891845703,2,102,502
1.3443317413330078,8,137,680
1.1434295177459717,1,223,1158
1.0889960527420044,2,223,1142
1.5039982795715332,13,232,1226
1.084267258644104,2,76,446
1.3067947626113892,5,224,1213
1.7837426662445068,7,140,775
1.6349098682403564,6,169,847
1.5279043912887573,8,134,758
1.28557288646698,2,227,1081
1.6758633852005005,12,286,1444
1.0546979904174805,2,301,1604
1.3835688829421997,11,284,1521
1.2019848823547363,7,280,1493
1.4950735569000244,8,248,1263
2.038862943649292,7,157,859
2.073979377746582,8,128,608
1.4812335968017578,7,188,1020
1.1698617935180664,5,279,1675
1.7139263153076172,11,229,1261
1.557136058807373,5,163,859
1.8968322277069092,9,209,1148
1.0532102584838867,1,121,675
1.5816470384597778,6,136,642
1.2831549644470215,5,135,680
1.3985192775726318,6,168,891
1.1636314392089844,2,234,1198
1.5062710046768188,7,197,1067
1.8029956817626953,11,183,1028
1.0921183824539185,2,84,430
1.172951340675354,3,147,749
1.1667485237121582,4,169,825
1.5983506441116333,6,197,937
1.1418660879135132,3,195,1144
1.05936598777771,2,194,1124
1.7768479585647583,12,255,1497
1.8423069715499878,12,261,1478
1.197178602218628,4,172,942
1.7179081439971924,9,228,1181
1.1459643840789795,3,195,1046
1.1757633686065674,3,188,1071
1.0585334300994873,6,140,690
1.2996937036514282,5,211,1080
1.2785134315490723,7,187,963
1.1163229942321777,3,166,918
1.205973744392395,3,122,607
1.5440940856933594,9,187,948
1.4569129943847656,10,187,1036
1.0529320240020752,2,257,1439
1.3690001964569092,7,143,865
1.4513214826583862,6,172,856
1.1165101528167725,5,288,1555
1.7383908033370972,10,254,1043
1.7830595970153809,13,224,1268
1.140005111694336,3,153,905
1.1059855222702026,2,180,997
1.1912678480148315,5,184,1055
1.1970487833023071,3,240,833
1.7638707160949707,5,185,1052
1.1233168840408325,4,225,1364
1.7907692193984985,3,106,354
1.42462158203125,4,151,780
1.3365414142608643,8,222,1311
1.1272679567337036,4,248,1315
1.3799221515655518,6,164,857
1.1089353561401367,3,177,837
1.172864556312561,2,160,828
1.127159833908081,7,432,1706
1.947590708732605,4,179,1032
1.524431586265564,8,195,1023
1.12892484664917,3,269,1454
1.1769245862960815,4,259,869
1.6750991344451904,10,168,964
1.0655157566070557,2,171,862
1.0479605197906494,2,136,743
1.1470204591751099,6,249,1347
1.2210111618041992,3,131,831
1.1447248458862305,4,116,623
1.7149430513381958,10,155,807
1.2140350341796875,3,149,848
1.1909701824188232,6,234,1269
1.2089753150939941,2,155,772
2.095780611038208,6,80,373
1.5843396186828613,7,255,1098
1.0397824048995972,1,220,1182
1.5262287855148315,16,328,1699
1.0377726554870605,4,178,960
1.0633140802383423,2,300,1488
1.8766984939575195,4,104,531
1.0291801691055298,1,307,1881
1.4521206617355347,10,270,1244
1.888839602470398,7,140,720
1.0692577362060547,5,206,1109
1.090995192527771,5,355,1366
1.4238389730453491,2,289,1471
1.5185588598251343,6,202,1041
1.7035601139068604,15,240,1339
1.718212366104126,5,147,791
1.3491754531860352,3,138,733
1.0281480550765991,1,293,1352
1.1952062845230103,6,298,1357
1.12836492061615,4,183,951
1.5791809558868408,7,209,1022
1.0405961275100708,2,258,1308
1.2705472707748413,4,129,718
1.2384003400802612,6,103,524
1.7974551916122437,3,71,306
1.2909505367279053,7,202,1047
1.2589489221572876,3,106,529
1.3301719427108765,5,132,767
1.7175827026367188,9,140,781
1.2392975091934204,5,155,885
1.2041913270950317,6,126,707
1.294997215270996,2,178,494
1.6580008268356323,9,246,1021
1.0873303413391113,3,274,1465
2.023413896560669,10,202,1026
1.625984787940979,6,99,615
1.2920126914978027,10,394,1865
1.186889886856079,4,390,2196
1.3330762386322021,7,217,1026
1.7777796983718872,9,256,1335
1.8734604120254517,9,245,926
1.7512403726577759,11,215,1078
1.1202096939086914,6,511,1866
1.0410672426223755,3,506,1882
1.3759822845458984,12,536,1854
1.5431970357894897,9,220,1151
1.426553726196289,5,180,944
1.000246524810791,2,56,309
1.4303903579711914,8,224,1332
1.291945219039917,6,172,855
1.5175234079360962,15,358,1620
1.1443133354187012,4,185,1051
1.4396016597747803,10,290,1524
1.7601027488708496,8,180,817
1.368993878364563,1,166,940
1.6751835346221924,9,184,714
1.7016369104385376,14,351,1828
1.2260936498641968,3,117,683
1.3496265411376953,2,138,808
1.6697767972946167,17,328,1905
1.126181721687317,4,248,1441
1.326514720916748,8,235,1152
1.1582014560699463,3,184,935
1.4193276166915894,3,76,410
1.7105646133422852,6,129,750
1.2087161540985107,2,76,458
1.5214500427246094,9,178,906
1.4345197677612305,9,389,1291
1.1040046215057373,7,343,1444
1.202062726020813,11,304,1646
1.2104967832565308,7,176,990
1.5434926748275757,12,208,1161
1.3563286066055298,5,124,693
1.9225819110870361,8,129,761
1.213568091392517,3,98,570
1.4301642179489136,9,185,1042
1.2568986415863037,10,262,1456
1.667707920074463,10,391,1482
1.0727818012237549,2,195,1243
1.1883070468902588,4,163,832
1.2215466499328613,6,348,1818
1.4366230964660645,11,299,1353
1.144139289855957,5,258,1510
1.2498492002487183,11,275,1366
1.375622272491455,6,277,1415
1.7116224765777588,12,182,688
1.5291062593460083,8,208,844
1.6375645399093628,8,177,985
1.0803958177566528,4,268,1493
1.5234147310256958,8,243,1096
1.570404052734375,5,227,1129
1.5514293909072876,12,348,1741
1.3328384160995483,5,146,778
1.6384731531143188,7,131,719
1.3365063667297363,8,248,1417
1.5143615007400513,12,342,1572
1.4941686391830444,3,280,1348
1.2929664850234985,7,405,1912
1.5910149812698364,6,131,735
1.429647445678711,13,298,1491
1.0002132654190063,2,208,1186
1.3312807083129883,9,215,1236
1.3088481426239014,8,214,1233
1.4207003116607666,9,206,1186
1.4141446352005005,9,205,1167
1.101588487625122,2,207,1006
1.6778048276901245,9,286,1483
1.3396447896957397,12,260,1402
1.4673722982406616,16,304,1191
1.3846073150634766,12,255,1261
1.1520806550979614,8,241,1209
1.502434253692627,12,289,1575
1.363044261932373,11,362,1784
