global_semantic_similarity,num_edits,original_length,edited_length
0.8353474140167236,6,1151,1199
0.8369340896606445,5,2123,1554
0.8280735611915588,6,913,847
0.7950572371482849,7,569,944
0.8266816735267639,2,1327,596
0.813525915145874,7,1026,1170
0.6729863882064819,3,1215,985
0.8726896047592163,1,991,989
0.8443998098373413,5,683,754
0.7727851271629333,6,556,904
0.5910033583641052,4,1292,1091
0.8342239260673523,9,1399,1254
0.7889934778213501,6,509,725
0.8132440447807312,10,640,1333
0.8559454083442688,4,1305,1315
0.821572482585907,2,1187,1208
0.828446090221405,7,1277,1053
0.8304834961891174,8,1056,1672
0.8409903645515442,12,1709,1862
0.8551997542381287,3,1078,1064
0.819536566734314,7,1664,944
0.8119208812713623,11,1130,1199
0.7653103470802307,15,1186,1209
0.8702316880226135,5,1532,1568
0.8210923075675964,5,1569,1569
0.8517418503761292,7,847,728
0.8316766619682312,6,972,1005
0.7845970392227173,2,763,902
0.8245547413825989,6,1038,1061
0.8045417666435242,12,873,1293
0.8508099317550659,9,1919,1916
0.853112518787384,2,1914,1907
0.8613018989562988,3,1561,1630
0.6793996095657349,6,1007,1745
0.728096604347229,10,1749,1678
0.818496584892273,2,265,265
0.8249946236610413,5,1441,1311
0.8141703009605408,7,1198,1182
0.8216660618782043,2,1181,1279
0.7369236946105957,9,1491,1577
0.8411127328872681,2,1181,1209
0.8342813849449158,8,702,728
0.8501505255699158,4,1007,1011
0.8565001487731934,4,1200,1169
0.8621121644973755,1,1167,1150
0.7885680794715881,11,1119,1188
0.7022433280944824,10,1059,1067
0.8466923832893372,12,1345,1366
0.8423104286193848,5,816,1080
0.8286104202270508,6,1081,1123
0.8263652920722961,6,581,604
0.817899763584137,9,1069,1150
0.841331422328949,17,1645,1579
0.8490273952484131,11,906,908
0.7540874481201172,13,1288,1399
0.8185502290725708,4,1215,1311
0.664155125617981,4,1096,1121
0.8319941163063049,9,1120,1210
0.8400136828422546,6,1212,1518
0.7932701706886292,2,529,535
0.8562445640563965,8,1519,1497
0.8257060647010803,11,1298,1320
0.8436859846115112,8,917,752
0.840485692024231,4,1235,1101
0.8416993618011475,5,1100,1114
0.8282754421234131,8,1061,1218
0.8222787976264954,6,852,1238
0.7983647584915161,6,1238,1248
0.8423203229904175,7,800,362
0.8098674416542053,6,1067,985
0.7954656481742859,12,988,1413
0.8533546924591064,5,948,1010
0.7118479013442993,6,941,682
0.7041177749633789,8,1238,1136
0.8380146622657776,11,1204,1217
0.8545302748680115,10,1231,1397
0.6259171366691589,11,1395,1752
0.8328379988670349,4,889,897
0.8576287031173706,5,1457,1335
0.7697652578353882,4,977,1084
0.8606019616127014,5,1352,1338
0.7268635630607605,10,869,1142
0.865906834602356,4,1658,1656
0.7702169418334961,3,496,481
0.7502124309539795,3,481,1071
0.8537876009941101,2,1090,1555
0.856652557849884,3,1552,1611
0.5990333557128906,4,641,690
0.840222179889679,7,1377,1528
0.7081047892570496,8,765,696
0.719840943813324,2,514,670
0.8200580477714539,9,672,754
0.8694434762001038,11,1701,1735
0.813221275806427,18,1711,1673
0.8634783625602722,7,1239,1395
0.8586735725402832,9,1398,1365
0.8496106863021851,3,931,925
0.8442329168319702,6,938,1108
0.8519765734672546,2,1108,1149
0.8530054092407227,7,1150,1146
0.8665308356285095,4,1426,1436
0.8142543435096741,9,743,1009
0.6672302484512329,9,1468,1463
0.8643122315406799,2,1462,1468
0.7739584445953369,6,830,648
0.6468644142150879,11,1226,1824
0.6064490079879761,21,1835,1922
0.7923378944396973,20,1920,1900
0.7988982200622559,8,785,839
0.6109420657157898,6,411,714
0.8359472751617432,9,1062,726
0.8719610571861267,8,937,1109
0.847077488899231,2,1066,1129
0.7411641478538513,5,811,572
0.8664759397506714,9,1497,1385
0.8406572937965393,5,1205,1233
0.8156697750091553,8,1235,1477
0.8535575270652771,7,1234,1291
0.6379711031913757,2,900,962
0.669486403465271,3,961,1155
0.6995770931243896,8,906,1357
0.845992922782898,2,872,872
0.7811353206634521,12,1417,1536
0.8333221077919006,19,1548,1759
0.8480604290962219,25,1762,1802
0.8589451313018799,14,1435,1330
0.7577922344207764,6,771,878
0.8440654873847961,6,1217,1213
0.8351972699165344,5,608,873
0.8109382390975952,9,706,990
0.8640517592430115,2,988,1160
0.8558762073516846,6,1671,1726
0.8494162559509277,5,1730,1521
0.7825211882591248,5,1148,1071
0.8526772856712341,2,702,809
0.8409569263458252,9,1609,1582
0.8410478830337524,8,1167,960
0.8541157245635986,3,1277,1441
0.834363579750061,8,1187,1027
0.766748309135437,9,1068,991
0.8022258877754211,1,539,573
0.7950723767280579,10,1290,1309
0.8055323958396912,7,609,994
0.8558037877082825,7,818,952
0.8542033433914185,2,1263,1278
0.8234789371490479,5,672,815
0.8500964045524597,5,814,667
0.8430135250091553,5,669,808
0.8587029576301575,3,893,913
0.704788327217102,6,885,1361
0.8544227480888367,4,1140,1041
0.8263251781463623,16,1529,1156
0.8421301245689392,5,1409,1188
0.8111681342124939,7,1028,926
0.863918662071228,4,655,657
0.8533358573913574,1,1704,1828
0.7874192595481873,9,1297,1065
0.8395971059799194,6,799,784
0.8207123875617981,3,602,601
0.7510465383529663,8,1003,1259
0.857352614402771,1,1076,1142
0.8286316394805908,12,1117,1123
0.8391883969306946,10,1746,1668
0.857224702835083,2,1031,1070
0.8474410772323608,4,1061,1070
0.8226998448371887,7,674,677
0.8512589931488037,10,871,1008
0.8565736413002014,7,1004,997
0.8288974165916443,5,1006,893
0.8479999899864197,3,942,950
0.7078296542167664,9,1411,1239
0.7077828049659729,12,1243,1403
0.7929509878158569,15,1403,1438
0.8480477929115295,6,1230,1207
0.8628236055374146,10,1806,1880
0.8648322820663452,7,850,891
0.6939239501953125,8,1364,1597
0.8202483057975769,7,1930,1225
0.7749598026275635,8,1253,1588
0.8434380292892456,9,812,825
0.8523867130279541,4,1193,1239
0.8207533359527588,9,1047,1148
0.8410479426383972,10,1580,1595
0.8303303718566895,2,638,851
0.823265552520752,2,850,956
0.7005628347396851,2,959,1136
0.8877913951873779,11,1246,1382
0.6307646632194519,5,884,968
0.854712963104248,5,907,932
0.7563616037368774,13,1474,1346
0.836268424987793,9,1409,1635
0.7169756293296814,10,1633,1513
0.799033522605896,5,648,753
0.8346052169799805,3,735,864
0.8238071799278259,6,1542,1894
0.859921395778656,6,964,1078
0.8762434124946594,3,1076,1064
0.734689474105835,9,1175,1909
0.8547800779342651,3,1040,1042
0.7482089400291443,8,1043,1022
0.887152373790741,3,1174,1175
0.8622074127197266,5,879,787
0.8253605365753174,2,1182,1000
0.840890109539032,4,1455,1642
0.7167161703109741,6,494,979
0.7914729118347168,6,916,1282
0.8650311231613159,2,1185,1212
0.8241563439369202,8,714,704
0.8620877265930176,4,1203,1233
0.8333753347396851,4,1339,1325
0.8574957251548767,9,1356,1730
0.8069496750831604,10,1026,1097
0.8519129157066345,2,851,839
0.871856689453125,3,800,806
0.8542805910110474,9,1036,1061
0.8382861614227295,7,926,1164
0.7889781594276428,5,1165,1880
0.8367336392402649,5,945,985
0.8675206303596497,2,1072,986
0.7915732860565186,9,1530,988
0.7802157998085022,13,1689,1386
0.8288716077804565,3,571,418
0.7972979545593262,5,422,789
0.6937011480331421,5,449,369
0.8238540887832642,7,1151,1169
0.7913093566894531,12,1668,943
0.8535473942756653,2,1212,1222
0.8710860013961792,5,1184,1167
0.8554956912994385,3,1346,1346
0.8561010360717773,11,1288,1430
0.8070383071899414,6,810,751
0.8533735275268555,7,892,1043
0.8654059171676636,2,1044,1130
0.8574380874633789,3,795,886
0.8527675271034241,3,825,817
0.8063839077949524,13,1491,1272
0.717016339302063,7,1046,678
0.7270718812942505,10,1357,1913
0.855763852596283,5,741,914
0.8415601253509521,2,993,1026
0.8429654240608215,3,1027,1045
0.8176844120025635,8,1101,1070
0.8371340036392212,3,281,253
0.8485606908798218,2,971,965
0.8012229204177856,4,1151,555
0.8391112089157104,2,818,882
0.8453519940376282,9,1334,1435
0.765907883644104,9,1881,1318
0.8630622625350952,4,949,858
0.6840052008628845,11,1919,1025
0.8336901068687439,9,1360,966
0.8398780822753906,7,960,1040
0.8520230054855347,2,564,567
0.8241116404533386,9,879,953
0.8191723227500916,12,956,1183
0.8410983681678772,3,891,818
0.8124452233314514,4,718,750
0.852428674697876,10,1899,1857
0.8361332416534424,8,1107,1041
0.8403860330581665,11,986,954
0.8034517168998718,7,1108,1736
0.8461328148841858,12,1740,1474
0.6486376523971558,3,945,1601
0.8407385945320129,10,1297,1371
0.7171617746353149,9,795,1029
0.8378799557685852,2,443,403
0.7824966907501221,2,503,713
0.835411787033081,7,990,1147
0.8533589243888855,4,1261,1352
0.8443132638931274,3,1240,1352
0.8529666066169739,4,1350,1431
0.8492048382759094,2,875,878
0.8393949866294861,5,844,839
0.8388925194740295,1,1018,1043
0.8700132966041565,8,1041,1030
0.8433433175086975,10,1378,1401
0.8668942451477051,3,1218,1243
0.6254420280456543,2,295,699
0.8330522775650024,11,1192,1274
0.7451601624488831,14,1273,1502
0.8136469125747681,6,602,897
0.8629722595214844,6,1430,1444
0.8560411930084229,2,1444,1566
0.8087050318717957,6,1272,1296
0.8388792872428894,3,1333,1343
0.8323732614517212,3,1345,1376
0.8485400080680847,5,1305,1309
0.6201823353767395,4,648,1835
0.6314485669136047,1,1333,882
0.845111072063446,4,1099,1101
0.8150669932365417,1,940,938
0.8405109643936157,4,1139,1114
0.7964052557945251,5,730,735
0.8262531757354736,24,1917,1882
0.8054167628288269,11,1166,1141
0.8403303623199463,8,1212,1184
0.8135640621185303,7,1084,1054
0.6932265162467957,9,1439,1542
0.86325603723526,2,1306,1295
0.8561263680458069,15,1302,1334
0.6354668736457825,7,1052,1250
0.8413704633712769,6,791,872
0.8517071008682251,2,591,583
0.8462734222412109,2,586,604
0.863183319568634,4,1871,1912
0.6310442686080933,3,1411,1035
0.8257993459701538,4,740,727
0.8608535528182983,5,884,933
0.7513736486434937,9,937,1063
0.8561946153640747,7,1013,1098
0.6819528341293335,5,1448,863
0.8458048105239868,4,1336,1335
0.7716898918151855,2,1344,1403
0.8491306304931641,4,1407,1464
0.8584060072898865,3,1328,1232
0.8564958572387695,6,1088,1230
0.81397944688797,7,956,972
0.7963751554489136,7,977,983
0.8328967690467834,7,1844,1893
0.8632047772407532,2,931,835
0.8490140438079834,3,1092,858
0.808256983757019,8,1334,1241
0.7126345038414001,12,1690,1151
0.8573580384254456,3,1021,1045
0.8685678243637085,6,1659,1818
0.8201557993888855,7,804,1138
0.818427562713623,1,810,808
0.6665520071983337,4,896,1223
0.8712493181228638,2,1207,1205
0.8671317100524902,5,1207,1249
0.8330938220024109,8,1005,1070
0.8469439148902893,7,1315,1430
0.8329671621322632,8,1495,1489
0.8261875510215759,4,786,789
0.8373249769210815,6,1460,1164
0.8010731935501099,12,1361,1420
0.7063551545143127,6,1056,693
0.8758586645126343,8,1727,1712
0.7245241403579712,2,753,747
0.8177263736724854,11,1566,1732
0.7898894548416138,5,1543,1374
0.7646780610084534,12,999,1134
0.8005030751228333,8,1322,967
0.8239837288856506,4,852,848
0.8734012246131897,8,1673,1792
0.7910128831863403,10,1080,1270
0.8356634974479675,5,766,765
0.7454315423965454,7,1448,1845
0.8602979779243469,11,1752,1832
0.8269596695899963,5,617,654
0.835734486579895,4,653,547
0.7956274151802063,4,497,586
0.8629608750343323,4,1386,1485
0.8629122972488403,7,1486,1445
0.8656678199768066,2,812,892
0.8429355621337891,4,809,1235
0.7998217940330505,8,1269,1044
0.6874480247497559,17,1905,1378
0.8709167838096619,3,1817,1749
0.8434516191482544,4,1630,1641
0.8476007580757141,3,1640,1644
0.8801584243774414,2,806,896
0.8191688656806946,10,1186,1344
0.8271147012710571,3,953,906
0.8301097750663757,6,907,1044
0.8481510877609253,7,1413,1498
0.8355051279067993,10,1311,1364
0.8455265164375305,3,871,975
0.6884278655052185,10,1313,1305
0.842731773853302,7,1343,1304
0.8579487204551697,3,1307,1351
0.838222324848175,12,1904,1803
0.8273996710777283,6,1807,1389
0.8393113017082214,2,984,977
0.8286038637161255,11,1113,1362
0.8502731323242188,9,717,914
0.8561757206916809,2,1324,1285
0.7201531529426575,7,1101,1028
0.8447728157043457,12,1033,1265
0.8750134706497192,6,1483,1486
0.8559566736221313,14,1451,1459
0.8755272030830383,4,1848,1847
0.6925435066223145,13,1865,1403
0.7720561623573303,9,910,859
0.8239552974700928,5,870,996
0.8446004986763,4,1046,1109
0.815846860408783,1,1236,1092
0.8479835391044617,2,1635,1647
0.6368057131767273,11,1273,993
0.8486368656158447,5,1323,1453
0.8613764643669128,2,1865,1863
0.8259661793708801,10,791,1087
0.812220573425293,7,1346,1162
0.8397215604782104,5,338,450
0.7131427526473999,7,449,1129
0.8526565432548523,6,1129,972
0.8419822454452515,3,942,972
0.8434129953384399,2,973,1189
0.7339443564414978,5,900,798
0.8178844451904297,11,915,1784
0.8236806392669678,6,735,832
0.6263958215713501,3,1771,1551
0.8444926738739014,7,1218,1265
0.849255383014679,3,1667,1666
0.845337450504303,9,1361,1614
0.8592517971992493,8,966,1031
0.8168785572052002,9,1415,1551
0.6349008679389954,7,808,1579
0.8479495644569397,7,1574,1621
0.7341988682746887,9,824,970
0.8461927175521851,2,843,804
0.8576232194900513,3,1044,1099
0.8239452838897705,10,1581,1630
0.8370886445045471,7,1042,992
0.6571275591850281,4,892,979
0.7654438614845276,10,1065,1981
0.8145687580108643,3,1320,1227
0.8269399404525757,8,1013,1020
0.8491864204406738,10,1272,1347
0.6931239366531372,10,1375,1119
0.8643593192100525,9,1056,1110
0.862511396408081,5,1150,1293
0.8627495765686035,10,979,1005
0.7786180973052979,10,1008,1130
0.6821528673171997,6,446,1083
0.8608287572860718,11,1094,1108
0.7743250727653503,7,989,826
0.628699004650116,5,260,338
0.74912029504776,9,340,316
0.8344328999519348,3,313,410
0.7979807257652283,14,1158,941
0.8485173583030701,3,1294,1686
0.8298249244689941,13,1920,1862
0.7901618480682373,9,982,847
0.8129380345344543,15,1201,1195
0.8536190986633301,4,1908,1905
0.7895070314407349,6,487,1019
0.6136526465415955,3,1022,705
0.8178145289421082,6,1364,894
0.830282986164093,8,1450,1603
0.8597715497016907,4,621,629
0.8286848664283752,11,930,944
0.6937114000320435,16,1044,1118
0.7920641303062439,12,861,836
0.8313370943069458,8,1084,1078
0.7959415316581726,2,595,460
0.7965456247329712,6,1128,1072
0.8658881187438965,4,1564,1598
0.7034621834754944,9,1003,1073
0.8595319390296936,4,2158,2158
0.8362098336219788,5,865,867
0.8426821231842041,3,1344,1435
0.6573511958122253,2,1434,1632
0.8296782970428467,12,1161,1190
0.7737901210784912,6,879,1063
0.7622589468955994,9,1741,1643
0.6218055486679077,2,779,881
0.6587101817131042,6,1519,1810
0.5971614122390747,6,1809,1520
0.8517500758171082,2,803,829
0.8435348868370056,4,937,995
0.8468457460403442,18,1832,1463
0.8180333375930786,11,924,1110
0.8631746768951416,1,956,959
0.7853050827980042,12,1250,1251
0.7222020030021667,5,1243,1362
0.8214815855026245,9,856,1461
0.7694069743156433,8,960,1042
0.8479899764060974,3,1043,1049
0.8569905757904053,2,1272,1276
0.8350706100463867,7,1278,1153
0.8201153874397278,8,1029,1019
0.8773629665374756,2,1272,1272
0.8540696501731873,4,816,876
0.8500257134437561,8,1173,992
0.846135139465332,2,986,983
0.8445018529891968,3,985,977
0.826371967792511,13,1008,1077
0.8684177398681641,3,1437,1563
0.8324579000473022,9,1385,1043
0.8065295219421387,11,1239,971
0.8457161784172058,3,971,923
0.8412587642669678,7,1395,1374
0.8519366383552551,7,1006,1192
0.8573725819587708,9,1644,1824
0.8679194450378418,9,1292,1324
0.8544709086418152,4,1601,1662
0.6795458793640137,5,931,648
0.804136335849762,5,1026,1367
0.8528477549552917,2,931,917
0.7680451273918152,6,1922,1831
0.7391441464424133,3,1833,1319
0.6242307424545288,9,1009,1310
0.8507670760154724,5,1301,1061
0.837533175945282,31,1972,2268
0.7684085965156555,8,1072,807
0.7907050848007202,4,849,906
0.8619682788848877,6,845,745
0.8500962853431702,8,1054,1141
0.8171179294586182,9,808,673
0.6853594183921814,10,862,1077
0.8755155205726624,2,1607,1566
0.8412953615188599,5,1118,1097
0.7065348625183105,7,1300,1065
0.8500053882598877,9,1323,1507
0.8261536955833435,10,1505,1350
0.8395538330078125,10,1385,1421
0.8544403314590454,7,1241,1198
0.8291231393814087,2,669,757
0.8157351016998291,12,1114,1349
0.758906364440918,15,1353,909
0.763641893863678,2,905,757
0.7965483069419861,10,1146,1014
0.7452686429023743,12,789,1411
0.8576943278312683,3,1424,1475
0.8715206384658813,11,1407,1458
0.8574258089065552,5,1034,1147
0.8383182287216187,9,1501,1598
0.8231613636016846,2,762,1028
0.8601827025413513,3,1135,1182
0.6738107204437256,5,1158,1455
0.7271809577941895,8,1454,1500
0.8210315704345703,3,1268,1763
0.8408734798431396,11,1440,2473
0.8108340501785278,11,2841,1245
0.8055499196052551,11,1236,2822
0.8610599637031555,5,1914,1909
0.7875303626060486,5,859,887
0.7564544081687927,6,1437,1062
0.8091142773628235,9,393,784
0.8053234815597534,10,943,969
0.8563666343688965,4,966,980
0.8594990372657776,2,1131,1133
0.8387471437454224,7,1316,1309
0.8693581223487854,4,1342,1348
0.8593541979789734,10,1820,1182
0.8361524939537048,7,1088,1488
0.7715016603469849,11,1234,1403
0.8684791326522827,3,1400,1390
0.8170441389083862,4,1213,1515
0.793316662311554,20,1390,1576
0.7396714091300964,8,1322,1715
0.8347249031066895,2,1115,1115
0.8103621602058411,7,1114,1311
0.8421086668968201,5,1312,1259
0.8463906645774841,6,1053,1062
0.7986890077590942,5,662,744
0.8606817126274109,3,714,703
0.8278236389160156,10,695,645
0.8343443274497986,3,1015,1027
0.7650759220123291,6,1029,562
0.8512213230133057,3,1295,1256
0.8022366166114807,7,703,766
0.8441318869590759,3,1563,1549
0.8649762868881226,6,575,667
0.8016281127929688,16,1264,1273
0.7390937209129333,8,1274,989
0.7652315497398376,8,987,1273
0.8261972665786743,2,674,658
0.8311907052993774,6,1299,1598
0.8514648079872131,10,1602,1657
0.8532814979553223,6,730,915
0.815232515335083,10,318,288
0.8126313090324402,14,1137,1090
0.869772732257843,2,1183,1179
0.8035487532615662,12,1187,1158
0.800591766834259,12,859,1248
0.8486010432243347,5,738,879
0.8468410968780518,4,1229,1271
0.8457311987876892,11,1704,1708
0.8563992977142334,2,1033,1105
0.8385546803474426,6,1645,1544
0.864994466304779,1,1343,1343
0.761389970779419,5,755,699
0.8268330097198486,2,701,865
0.83540278673172,3,624,621
0.6615796089172363,5,1024,1234
0.8567510843276978,2,1701,1699
0.7294336557388306,9,1422,1562
0.8012754321098328,2,891,929
0.8572070002555847,4,1803,1723
0.8160557746887207,12,1062,1399
0.7556363344192505,9,1399,676
0.7047509551048279,8,2166,1751
0.8359193801879883,4,735,759
0.8077380061149597,8,854,799
0.7884534001350403,10,1144,1336
0.6237795948982239,4,853,1435
0.847252607345581,9,1091,1509
0.8166401386260986,19,1230,1117
0.8636968731880188,13,1849,1502
0.6799979209899902,7,383,491
0.8456801176071167,9,1278,1271
0.7786993980407715,2,668,607
0.867362380027771,2,719,735
0.8357417583465576,11,1369,1460
0.8636340498924255,4,1455,1483
0.7848859429359436,9,1208,1435
0.8429777026176453,2,663,816
0.8448491096496582,2,814,805
0.8141829967498779,8,1336,1569
0.8482745885848999,8,1266,1266
0.8721681833267212,10,1923,1738
0.8493368029594421,5,1111,1088
0.8347882032394409,10,1093,1145
0.6814378499984741,14,1149,1799
0.7116988897323608,15,1808,1628
0.8620437979698181,9,1332,1161
0.7817277908325195,11,1923,1461
0.8328282237052917,6,1036,1078
0.8385106325149536,4,1078,1071
0.7809063196182251,6,894,967
0.7556957602500916,11,968,949
0.8385612368583679,9,905,1007
0.8476938009262085,4,846,671
0.7039918899536133,5,653,895
0.8368726968765259,5,900,592
0.7645416259765625,17,1779,1824
0.8099537491798401,5,1822,1859
0.6049200892448425,11,1145,1450
0.8390394449234009,4,1447,1428
0.8183799982070923,11,1433,1517
0.7931191325187683,8,1587,1540
0.7266368269920349,8,1540,1435
0.8540343046188354,4,815,721
0.7710968852043152,5,1003,1043
0.8030576705932617,7,514,597
0.8167589902877808,5,811,989
0.8337466716766357,3,988,949
0.689185380935669,6,1568,1464
0.8253905177116394,9,908,1145
0.8043103218078613,6,1115,1130
0.8323062062263489,9,1707,1750
0.8491016626358032,6,673,624
0.8444487452507019,2,626,641
0.8385775089263916,7,1069,1100
0.7846266627311707,10,1102,1378
0.7530722618103027,3,430,405
0.7952597737312317,2,406,366
0.5683985352516174,2,367,790
0.8435567021369934,2,728,733
0.8449122905731201,2,908,907
0.7542973756790161,10,1350,918
0.8550698757171631,4,900,959
0.8043018579483032,5,917,559
0.737224817276001,7,1566,912
0.7648385763168335,8,914,1191
0.5966197848320007,10,1191,1084
0.8320387005805969,5,1083,1213
0.839018702507019,9,1018,1161
0.8430845141410828,9,1681,1688
0.6166231632232666,9,1462,1583
0.8760671615600586,2,1555,1627
0.5793460607528687,4,1181,1475
0.7848096489906311,9,465,829
0.8011453151702881,8,788,952
0.6206892728805542,7,1345,1231
0.8156620860099792,3,1519,1600
0.8398626446723938,5,967,992
0.8112435340881348,7,975,1046
0.8319509625434875,4,853,1308
0.7078145146369934,8,1295,1120
0.8389201760292053,3,1451,1451
0.7964441776275635,7,538,524
0.5900887846946716,4,569,1421
0.8347799181938171,9,1000,645
0.8439980745315552,4,1169,1436
0.8216787576675415,12,1403,1391
0.8284956216812134,12,1035,1198
0.8628034591674805,5,1576,1576
0.7742549180984497,8,796,1649
0.7378807067871094,7,833,1335
0.8026615977287292,4,1767,1047
0.8319137692451477,14,1744,1596
0.7366973757743835,7,1557,1016
0.6777245402336121,6,1014,1027
0.578956127166748,3,1027,750
0.8194693922996521,12,1222,1237
0.849432110786438,5,1493,1445
0.6254653930664062,5,1166,1593
0.7876619696617126,4,401,416
0.7650774717330933,6,416,408
0.8536830544471741,6,1275,1380
0.8292104601860046,3,1417,1506
0.8538517951965332,7,1692,1855
0.790747880935669,11,1119,1279
0.8727973103523254,3,2428,2045
0.7156437039375305,6,905,712
0.683081865310669,7,1285,795
0.8375920057296753,1,187,186
0.8412335515022278,11,1240,1224
0.8366069197654724,4,479,651
0.5602868795394897,8,650,1270
0.6159724593162537,11,1273,1307
0.8347607851028442,15,1345,1393
0.8319810628890991,7,852,1162
0.8152903318405151,11,1573,1649
0.6538086533546448,2,243,1040
0.8303849697113037,7,764,764
0.8133569955825806,10,1291,1040
0.6454623937606812,3,1036,1194
0.8304656147956848,11,896,1002
0.6392026543617249,4,652,629
0.6396347880363464,7,1164,1275
0.8726000189781189,3,1314,1919
0.8097572922706604,4,1685,1003
0.8469671607017517,1,1085,1081
0.8557890057563782,2,1033,1049
0.8544499278068542,8,1654,1524
0.8564651012420654,6,1532,1429
0.8300880789756775,11,1322,1704
0.8228170275688171,11,1220,978
0.8487828969955444,1,1006,1006
0.837548553943634,6,988,983
0.8269528150558472,7,986,1172
0.598010778427124,7,1430,659
0.81595379114151,6,700,684
0.7849408984184265,6,1290,1487
0.7806117534637451,12,937,1215
0.8524402976036072,7,1627,1655
0.795213520526886,5,551,770
0.7829529047012329,6,772,1094
0.7534732222557068,6,789,1187
0.8309786915779114,4,418,464
0.8463496565818787,2,1125,1119
0.6857074499130249,4,1120,986
0.8320924639701843,8,1870,1803
0.852475106716156,11,1799,1768
0.8257948160171509,7,1770,1253
0.8280622363090515,3,1112,976
0.8141559362411499,2,572,856
0.6887351870536804,18,946,1885
0.830005943775177,10,1528,1476
0.8693171739578247,8,1574,1763
0.8534017205238342,5,1189,1199
0.8540180325508118,8,1088,1068
0.8315209746360779,26,1891,1852
0.8531212210655212,6,1083,1180
0.8518082499504089,3,1032,1124
0.7628656625747681,10,1229,1119
0.8373839259147644,6,1448,1348
0.8128569722175598,10,1407,1379
0.8103578090667725,11,1900,1890
0.8255280256271362,1,1888,1883
0.8329028487205505,11,1718,1424
0.8521904945373535,13,2508,2420
0.8578420877456665,6,1543,1724
0.8470631837844849,5,1573,1580
0.8510672450065613,4,1582,1594
0.8456138372421265,6,1628,1260
0.8225324749946594,12,1360,1610
0.6305819153785706,10,1475,1610
0.8521429300308228,7,858,887
0.8487024903297424,6,1466,1498
0.7785122990608215,12,933,799
0.8541696071624756,5,714,705
0.8629953861236572,4,705,739
0.8496927618980408,9,1703,1304
0.770039439201355,16,1062,948
0.8365854620933533,2,943,940
0.8207411170005798,5,944,1482
0.835521399974823,9,1484,1411
0.8597777485847473,3,691,778
0.8308762311935425,4,776,771
0.8650697469711304,8,1931,1845
0.8387883305549622,3,447,496
0.7881816625595093,3,666,838
0.8098668456077576,8,1055,1051
0.7119498252868652,12,1055,1412
0.8664964437484741,2,1283,1334
0.8492451310157776,2,647,815
0.7051951289176941,7,826,1123
0.8193956613540649,10,1210,1160
0.832895815372467,2,952,990
0.8162451386451721,5,989,1106
0.6351860761642456,3,434,1128
0.8489616513252258,8,1333,1174
0.833357572555542,2,1343,1345
0.8311577439308167,6,726,676
0.8225510120391846,9,1661,1778
0.8160632848739624,5,1745,1732
0.8631548285484314,2,1283,1286
0.8628061413764954,8,1292,1311
0.8486139178276062,1,850,914
0.8111059069633484,4,963,901
0.7106282711029053,8,960,1032
0.8288246393203735,8,650,817
0.760352373123169,11,1638,1319
0.8438439965248108,6,1318,1330
0.48299479484558105,2,758,508
0.8141835331916809,6,1462,1060
0.8507044911384583,9,925,1105
0.6805485486984253,14,1074,1658
0.7906033396720886,10,1196,1621
0.7522380352020264,7,1616,1118
0.7809023261070251,2,1307,1321
0.8216162323951721,3,1422,1435
0.7298619151115417,10,816,1327
0.8433674573898315,9,1019,1097
0.8572453260421753,2,754,901
0.8527130484580994,2,957,965
0.8497841358184814,5,965,892
0.7989140152931213,5,1148,1054
0.8637475371360779,15,1814,1930
0.8210015892982483,7,1074,1055
0.6659459471702576,5,1250,1918
0.8543705344200134,2,1120,1132
0.807593584060669,6,1027,1142
0.7580698132514954,23,1678,1755
0.8427200317382812,3,1484,1520
0.8392781019210815,6,1140,1411
0.7102693915367126,12,1252,1635
0.5912052989006042,4,902,1238
0.832161545753479,13,1220,1170
0.7822694182395935,6,2027,1610
0.8167714476585388,3,363,493
0.7184663414955139,11,914,1469
0.8531215786933899,11,1145,1164
0.8480856418609619,12,1426,1396
0.8482866287231445,4,823,902
0.7289285063743591,5,1274,921
0.825638473033905,6,1372,1467
0.8281861543655396,10,1447,1370
0.8691385984420776,3,929,950
0.8467360734939575,6,1070,1110
0.8032239079475403,7,2014,1445
0.8647765517234802,21,1344,1456
0.8434680700302124,10,1741,1628
0.8450592756271362,3,1627,1628
0.8608722686767578,4,1575,1760
0.5547432899475098,7,1869,334
0.8573445081710815,12,1440,1772
0.869638204574585,4,1780,1775
0.7288902997970581,11,941,1035
0.854155957698822,3,599,674
0.646973192691803,8,800,1261
0.8505268692970276,4,726,742
0.838350236415863,4,373,400
0.8315775394439697,9,943,1007
0.8646215200424194,6,1608,1347
0.7691078782081604,2,605,603
0.8193746209144592,6,606,656
0.7293336391448975,5,1108,898
0.6456977128982544,2,942,912
0.8516668677330017,2,508,520
0.8545593023300171,1,1024,1018
0.6184854507446289,5,937,883
0.8185354471206665,2,503,414
0.848909318447113,12,1574,1583
0.8434149622917175,2,1580,1574
0.7915489673614502,11,1472,1509
0.8330717086791992,5,1511,1532
0.8615647554397583,4,1851,1830
0.8280750513076782,3,884,871
0.7901414036750793,8,590,1003
0.6914330720901489,11,683,897
0.8490851521492004,6,1828,1836
0.8506098389625549,2,1834,1832
0.8467146754264832,7,1385,1319
0.8431141376495361,4,1651,1615
0.701276957988739,7,1177,1745
0.8120282888412476,9,1249,967
